"","ID","GB_ACC","Species Scientific Name","Gene Symbol","ENTREZ_GENE_ID","Gene Title"
"8362","208867_s_at","AF119911","Homo sapiens","CSNK1A1","1452","casein kinase 1, alpha 1"
"8363","208868_s_at","BF125756","Homo sapiens","GABARAPL1","23710","GABA(A) receptor-associated protein like 1"
"8364","208869_s_at","AF087847","Homo sapiens","GABARAPL1","23710","GABA(A) receptor-associated protein like 1"
"8365","208870_x_at","BC000931","Homo sapiens","ATP5C1","509","ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1"
"8366","208871_at","D31840","Homo sapiens","ATN1","1822","atrophin 1"
"8367","208872_s_at","AA814140","Homo sapiens","REEP5","7905","receptor accessory protein 5"
"8368","208873_s_at","BC000232","Homo sapiens","REEP5","7905","receptor accessory protein 5"
"8369","208874_x_at","BC002545","Homo sapiens","PPP2R4","5524","protein phosphatase 2A activator, regulatory subunit 4"
"8370","208875_s_at","BF796470","Homo sapiens","PAK2","5062","p21 protein (Cdc42/Rac)-activated kinase 2"
"8371","208876_s_at","AI076186","Homo sapiens","PAK2","5062","p21 protein (Cdc42/Rac)-activated kinase 2"
"8372","208877_at","W74494","Homo sapiens","PAK2","5062","p21 protein (Cdc42/Rac)-activated kinase 2"
"8373","208878_s_at","AF092132","Homo sapiens","PAK2","5062","p21 protein (Cdc42/Rac)-activated kinase 2"
"8374","208879_x_at","BG469030","Homo sapiens","PRPF6","24148","PRP6 pre-mRNA processing factor 6 homolog (S. cerevisiae)"
"8375","208880_s_at","AB019219","Homo sapiens","PRPF6","24148","PRP6 pre-mRNA processing factor 6 homolog (S. cerevisiae)"
"8376","208881_x_at","BC005247","Homo sapiens","IDI1","3422","isopentenyl-diphosphate delta isomerase 1"
"8377","208882_s_at","U69567","Homo sapiens","UBR5","51366","ubiquitin protein ligase E3 component n-recognin 5"
"8378","208883_at","BF515424","Homo sapiens","UBR5","51366","ubiquitin protein ligase E3 component n-recognin 5"
"8379","208884_s_at","AF006010","Homo sapiens","UBR5","51366","ubiquitin protein ligase E3 component n-recognin 5"
"8380","208885_at","J02923","Homo sapiens","LCP1","3936","lymphocyte cytosolic protein 1 (L-plastin)"
"8381","208886_at","BC000145","Homo sapiens","H1F0","3005","H1 histone family, member 0"
"8382","208887_at","BC000733","Homo sapiens","EIF3G","8666","eukaryotic translation initiation factor 3, subunit G"
"8383","208888_s_at","AI499095","Homo sapiens","NCOR2","9612","nuclear receptor corepressor 2"
"8384","208889_s_at","AI373205","Homo sapiens","NCOR2","9612","nuclear receptor corepressor 2"
"8385","208890_s_at","BC004542","Homo sapiens","PLXNB2","23654","plexin B2"
"8386","208891_at","BC003143","Homo sapiens","DUSP6","1848","dual specificity phosphatase 6"
"8387","208892_s_at","BC003143","Homo sapiens","DUSP6","1848","dual specificity phosphatase 6"
"8388","208893_s_at","BC005047","Homo sapiens","DUSP6","1848","dual specificity phosphatase 6"
"8389","208894_at","M60334","Homo sapiens","HLA-DRA","3122","major histocompatibility complex, class II, DR alpha"
"8390","208895_s_at","BG530850","Homo sapiens","DDX18","8886","DEAD (Asp-Glu-Ala-Asp) box polypeptide 18"
"8391","208896_at","X98743","Homo sapiens","DDX18","8886","DEAD (Asp-Glu-Ala-Asp) box polypeptide 18"
"8392","208897_s_at","BC003360","Homo sapiens","DDX18","8886","DEAD (Asp-Glu-Ala-Asp) box polypeptide 18"
"8393","208898_at","AF077614","Homo sapiens","ATP6V1D","51382","ATPase, H+ transporting, lysosomal 34kDa, V1 subunit D"
"8394","208899_x_at","AF100741","Homo sapiens","ATP6V1D","51382","ATPase, H+ transporting, lysosomal 34kDa, V1 subunit D"
"8395","208900_s_at","AW025108","Homo sapiens","TOP1","7150","topoisomerase (DNA) I"
"8396","208901_s_at","J03250","Homo sapiens","TOP1","7150","topoisomerase (DNA) I"
"8397","208902_s_at","BF431363","Homo sapiens","RPS28","6234","ribosomal protein S28"
"8398","208903_at","BF431363","Homo sapiens","RPS28","6234","ribosomal protein S28"
"8399","208904_s_at","BC000354","Homo sapiens","RPS28","6234","ribosomal protein S28"
"8400","208905_at","BC005299","Homo sapiens","CYCS","54205","cytochrome c, somatic"
"8401","208906_at","BC004911","Homo sapiens","BSCL2","26580","Berardinelli-Seip congenital lipodystrophy 2 (seipin)"
"8402","208907_s_at","BC005373","Homo sapiens","MRPS18B","28973","mitochondrial ribosomal protein S18B"
"8403","208908_s_at","AF327443","Homo sapiens","CAST","831","calpastatin"
"8404","208909_at","BC000649","Homo sapiens","UQCRFS1","7386","ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1"
"8405","208910_s_at","L04636","Homo sapiens","C1QBP","708","complement component 1, q subcomponent binding protein"
"8406","208911_s_at","M34055","Homo sapiens","PDHB","5162","pyruvate dehydrogenase (lipoamide) beta"
"8407","208912_s_at","BC001362","Homo sapiens","CNP","1267","2',3'-cyclic nucleotide 3' phosphodiesterase"
"8408","208913_at","AA868560","Homo sapiens","GGA2","23062","golgi-associated, gamma adaptin ear containing, ARF binding protein 2"
"8409","208914_at","BE646414","Homo sapiens","GGA2","23062","golgi-associated, gamma adaptin ear containing, ARF binding protein 2"
"8410","208915_s_at","AF190863","Homo sapiens","GGA2","23062","golgi-associated, gamma adaptin ear containing, ARF binding protein 2"
"8411","208916_at","AF105230","Homo sapiens","SLC1A5","6510","solute carrier family 1 (neutral amino acid transporter), member 5"
"8412","208917_x_at","BE674658","Homo sapiens","NADK","65220","NAD kinase"
"8413","208918_s_at","AI334128","Homo sapiens","NADK","65220","NAD kinase"
"8414","208919_s_at","BC001709","Homo sapiens","NADK","65220","NAD kinase"
"8415","208920_at","AV752215","Homo sapiens","SRI","6717","sorcin"
"8416","208921_s_at","L12387","Homo sapiens","SRI","6717","sorcin"
"8417","208922_s_at","BC004904","Homo sapiens","NXF1","10482","nuclear RNA export factor 1"
"8418","208923_at","BC005097","Homo sapiens","CYFIP1","23191","cytoplasmic FMR1 interacting protein 1"
"8419","208924_at","AB024703","Homo sapiens","RNF11","26994","ring finger protein 11"
"8420","208925_at","AF161522","Homo sapiens","CLDND1","56650","claudin domain containing 1"
"8421","208926_at","U84246","Homo sapiens","NEU1","4758","sialidase 1 (lysosomal sialidase)"
"8422","208927_at","BF673888","Homo sapiens","SPOP","8405","speckle-type POZ protein"
"8423","208928_at","AF258341","Homo sapiens","POR","5447","P450 (cytochrome) oxidoreductase"
"8424","208929_x_at","BC004954","Homo sapiens","RPL13","6137","ribosomal protein L13"
"8425","208930_s_at","BG032366","Homo sapiens","ILF3","3609","interleukin enhancer binding factor 3, 90kDa"
"8426","208931_s_at","AF147209","Homo sapiens","ILF3","3609","interleukin enhancer binding factor 3, 90kDa"
"8427","208932_at","BC001416","Homo sapiens","PPP4C","5531","protein phosphatase 4, catalytic subunit"
"8428","208933_s_at","AI659005","Homo sapiens","LGALS8","3964","lectin, galactoside-binding, soluble, 8"
"8429","208934_s_at","AF342815","Homo sapiens","LGALS8","3964","lectin, galactoside-binding, soluble, 8"
"8430","208935_s_at","L78132","Homo sapiens","LGALS8","3964","lectin, galactoside-binding, soluble, 8"
"8431","208936_x_at","AF074000","Homo sapiens","LGALS8","3964","lectin, galactoside-binding, soluble, 8"
"8432","208937_s_at","D13889","Homo sapiens","ID1","3397","inhibitor of DNA binding 1, dominant negative helix-loop-helix protein"
"8433","208938_at","BC004913","Homo sapiens","PRCC","5546","papillary renal cell carcinoma (translocation-associated)"
"8434","208939_at","AV682679","Homo sapiens","SEPHS1","22929","selenophosphate synthetase 1"
"8435","208940_at","AI885670","Homo sapiens","SEPHS1","22929","selenophosphate synthetase 1"
"8436","208941_s_at","BC000941","Homo sapiens","SEPHS1","22929","selenophosphate synthetase 1"
"8437","208942_s_at","BE866511","Homo sapiens","SEC62","7095","SEC62 homolog (S. cerevisiae)"
"8438","208943_s_at","U93239","Homo sapiens","SEC62","7095","SEC62 homolog (S. cerevisiae)"
"8439","208944_at","D50683","Homo sapiens","TGFBR2","7048","transforming growth factor, beta receptor II (70/80kDa)"
"8440","208945_s_at","NM_003766","Homo sapiens","BECN1","8678","beclin 1, autophagy related"
"8441","208946_s_at","AF139131","Homo sapiens","BECN1","8678","beclin 1, autophagy related"
"8442","208947_s_at","U59323","Homo sapiens","UPF1","5976","UPF1 regulator of nonsense transcripts homolog (yeast)"
"8443","208948_s_at","BC000830","Homo sapiens","STAU1","6780","staufen, RNA binding protein, homolog 1 (Drosophila)"
"8444","208949_s_at","BC001120","Homo sapiens","LGALS3","3958","lectin, galactoside-binding, soluble, 3"
"8445","208950_s_at","BC002515","Homo sapiens","ALDH7A1","501","aldehyde dehydrogenase 7 family, member A1"
"8446","208951_at","BC002515","Homo sapiens","ALDH7A1","501","aldehyde dehydrogenase 7 family, member A1"
"8447","208952_s_at","AA811923","Homo sapiens","LARP4B","23185","La ribonucleoprotein domain family, member 4B"
"8448","208953_at","AU154358","Homo sapiens","LARP4B","23185","La ribonucleoprotein domain family, member 4B"
"8449","208954_s_at","BC003381","Homo sapiens","LARP4B","23185","La ribonucleoprotein domain family, member 4B"
"8450","208955_at","AB049113","Homo sapiens","DUT","1854","deoxyuridine triphosphatase"
"8451","208956_x_at","U62891","Homo sapiens","DUT","1854","deoxyuridine triphosphatase"
"8452","208957_at","BF439241","Homo sapiens","ERP44","23071","endoplasmic reticulum protein 44"
"8453","208958_at","AI827677","Homo sapiens","ERP44","23071","endoplasmic reticulum protein 44"
"8454","208959_s_at","BC005374","Homo sapiens","ERP44","23071","endoplasmic reticulum protein 44"
"8455","208960_s_at","BE675435","Homo sapiens","KLF6","1316","Kruppel-like factor 6"
"8456","208961_s_at","AB017493","Homo sapiens","KLF6","1316","Kruppel-like factor 6"
"8457","208962_s_at","BE540552","Homo sapiens","FADS1","3992","fatty acid desaturase 1"
"8458","208963_x_at","BG165833","Homo sapiens","FADS1","3992","fatty acid desaturase 1"
"8459","208964_s_at","AL512760","Homo sapiens","FADS1","3992","fatty acid desaturase 1"
"8460","208965_s_at","BG256677","Homo sapiens","IFI16","3428","interferon, gamma-inducible protein 16"
"8461","208966_x_at","AF208043","Homo sapiens","IFI16","3428","interferon, gamma-inducible protein 16"
"8462","208967_s_at","U39945","Homo sapiens","AK2","204","adenylate kinase 2"
"8463","208968_s_at","BC002568","Homo sapiens","CIAPIN1","57019","cytokine induced apoptosis inhibitor 1"
"8464","208969_at","AF050641","Homo sapiens","NDUFA9","4704","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9, 39kDa"
"8465","208970_s_at","M14016","Homo sapiens","UROD","7389","uroporphyrinogen decarboxylase"
"8466","208971_at","M14016","Homo sapiens","UROD","7389","uroporphyrinogen decarboxylase"
"8467","208972_s_at","AL080089","Homo sapiens","ATP5G1","516","ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9)"
"8468","208973_at","BC001072","Homo sapiens","ERI3","79033","ERI1 exoribonuclease family member 3"
"8469","208974_x_at","BC003572","Homo sapiens","KPNB1","3837","karyopherin (importin) beta 1"
"8470","208975_s_at","L38951","Homo sapiens","KPNB1","3837","karyopherin (importin) beta 1"
"8471","208977_x_at","BC004188","Homo sapiens","TUBB2C","10383","tubulin, beta 2C"
"8472","208978_at","U36190","Homo sapiens","CRIP2","1397","cysteine-rich protein 2"
"8473","208979_at","AF128458","Homo sapiens","NCOA6","23054","nuclear receptor coactivator 6"
"8474","208980_s_at","M26880","Homo sapiens","UBC","7316","ubiquitin C"
"8475","208981_at","AA702701","Homo sapiens","PECAM1","5175","platelet/endothelial cell adhesion molecule"
"8476","208982_at","AW574504","Homo sapiens","PECAM1","5175","platelet/endothelial cell adhesion molecule"
"8477","208983_s_at","M37780","Homo sapiens","PECAM1","5175","platelet/endothelial cell adhesion molecule"
"8478","208984_x_at","BC004181","Homo sapiens","RBM10","8241","RNA binding motif protein 10"
"8479","208985_s_at","BC002719","Homo sapiens","EIF3J","8669","eukaryotic translation initiation factor 3, subunit J"
"8480","208986_at","AL559478","Homo sapiens","TCF12","6938","transcription factor 12"
"8481","208987_s_at","AK024505","Homo sapiens","KDM2A","22992","lysine (K)-specific demethylase 2A"
"8482","208988_at","BE675843","Homo sapiens","KDM2A","22992","lysine (K)-specific demethylase 2A"
"8483","208989_s_at","AF179221","Homo sapiens","KDM2A","22992","lysine (K)-specific demethylase 2A"
"8484","208990_s_at","AF132362","Homo sapiens","HNRNPH3","3189","heterogeneous nuclear ribonucleoprotein H3 (2H9)"
"8485","208991_at","AA634272","Homo sapiens","STAT3","6774","signal transducer and activator of transcription 3 (acute-phase response factor)"
"8486","208992_s_at","BC000627","Homo sapiens","STAT3","6774","signal transducer and activator of transcription 3 (acute-phase response factor)"
"8487","208993_s_at","AW340788","Homo sapiens","PPIG","9360","peptidylprolyl isomerase G (cyclophilin G)"
"8488","208994_s_at","AI638762","Homo sapiens","PPIG","9360","peptidylprolyl isomerase G (cyclophilin G)"
"8489","208995_s_at","U40763","Homo sapiens","PPIG","9360","peptidylprolyl isomerase G (cyclophilin G)"
"8490","208996_s_at","BC000409","Homo sapiens","POLR2C","5432","polymerase (RNA) II (DNA directed) polypeptide C, 33kDa"
"8491","208997_s_at","U82819","Homo sapiens","UCP2","7351","uncoupling protein 2 (mitochondrial, proton carrier)"
"8492","208998_at","U94592","Homo sapiens","UCP2","7351","uncoupling protein 2 (mitochondrial, proton carrier)"
"8493","208999_at","D86957","Homo sapiens","SEPT8","23176","septin 8"
"8494","209000_s_at","BC001329","Homo sapiens","SEPT8","23176","septin 8"
"8495","209001_s_at","BC005398","Homo sapiens","ANAPC13","25847","anaphase promoting complex subunit 13"
"8496","209002_s_at","BC003177","Homo sapiens","CALCOCO1","57658","calcium binding and coiled-coil domain 1"
"8497","209003_at","AF070548","Homo sapiens","SLC25A11","8402","solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11"
"8498","209004_s_at","AF142481","Homo sapiens","FBXL5","26234","F-box and leucine-rich repeat protein 5"
"8499","209005_at","AF157323","Homo sapiens","FBXL5","26234","F-box and leucine-rich repeat protein 5"
"8500","209006_s_at","AF247168","Homo sapiens","C1orf63","57035","chromosome 1 open reading frame 63"
"8501","209007_s_at","AF267856","Homo sapiens","C1orf63","57035","chromosome 1 open reading frame 63"
"8502","209008_x_at","U76549","Homo sapiens","KRT8","3856","keratin 8"
"8503","209009_at","BC001169","Homo sapiens","ESD","2098","esterase D"
"8504","209010_s_at","AI797657","Homo sapiens","TRIO","7204","triple functional domain (PTPRF interacting)"
"8505","209011_at","BF223718","Homo sapiens","TRIO","7204","triple functional domain (PTPRF interacting)"
"8506","209012_at","AV718192","Homo sapiens","TRIO","7204","triple functional domain (PTPRF interacting)"
"8507","209013_x_at","AF091395","Homo sapiens","TRIO","7204","triple functional domain (PTPRF interacting)"
"8508","209014_at","AF217963","Homo sapiens","MAGED1","9500","melanoma antigen family D, 1"
"8509","209015_s_at","BC002446","Homo sapiens","DNAJB6","10049","DnaJ (Hsp40) homolog, subfamily B, member 6"
"8510","209016_s_at","BC002700","Homo sapiens","KRT7","3855","keratin 7"
"8511","209017_s_at","U02389","Homo sapiens","LONP1","9361","lon peptidase 1, mitochondrial"
"8512","209018_s_at","BF432478","Homo sapiens","PINK1","65018","PTEN induced putative kinase 1"
"8513","209019_s_at","AF316873","Homo sapiens","PINK1","65018","PTEN induced putative kinase 1"
"8514","209020_at","AF217514","Homo sapiens","C20orf111","51526","chromosome 20 open reading frame 111"
"8515","209021_x_at","BC001331","Homo sapiens","ATG13","9776","ATG13 autophagy related 13 homolog (S. cerevisiae)"
"8516","209022_at","AK026678","Homo sapiens","STAG2","10735","stromal antigen 2"
"8517","209023_s_at","BC001765","Homo sapiens","STAG2","10735","stromal antigen 2"
"8518","209024_s_at","AI472757","Homo sapiens","SYNCRIP","10492","synaptotagmin binding, cytoplasmic RNA interacting protein"
"8519","209025_s_at","AF037448","Homo sapiens","SYNCRIP","10492","synaptotagmin binding, cytoplasmic RNA interacting protein"
"8520","209026_x_at","AF141349","Homo sapiens","TUBB","203068","tubulin, beta"
"8521","209027_s_at","BF673013","Homo sapiens","ABI1","10006","abl-interactor 1"
"8522","209028_s_at","AF006516","Homo sapiens","ABI1","10006","abl-interactor 1"
"8523","209029_at","AF193844","Homo sapiens","COPS7A","50813","COP9 constitutive photomorphogenic homolog subunit 7A (Arabidopsis)"
"8524","209030_s_at","NM_014333","Homo sapiens","CADM1","23705","cell adhesion molecule 1"
"8525","209031_at","AL519710","Homo sapiens","CADM1","23705","cell adhesion molecule 1"
"8526","209032_s_at","AF132811","Homo sapiens","CADM1","23705","cell adhesion molecule 1"
"8527","209033_s_at","D86550","Homo sapiens","DYRK1A","1859","dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A"
"8528","209034_at","AF279899","Homo sapiens","PNRC1","10957","proline-rich nuclear receptor coactivator 1"
"8529","209035_at","M69148","Homo sapiens","MDK","4192","midkine (neurite growth-promoting factor 2)"
"8530","209036_s_at","BC001917","Homo sapiens","MDH2","4191","malate dehydrogenase 2, NAD (mitochondrial)"
"8531","209037_s_at","AW182860","Homo sapiens","EHD1","10938","EH-domain containing 1"
"8532","209038_s_at","AL579035","Homo sapiens","EHD1","10938","EH-domain containing 1"
"8533","209039_x_at","AF001434","Homo sapiens","EHD1","10938","EH-domain containing 1"
"8534","209040_s_at","U17496","Homo sapiens","PSMB8","5696","proteasome (prosome, macropain) subunit, beta type, 8 (large multifunctional peptidase 7)"
"8535","209041_s_at","BG395660","Homo sapiens","UBE2G2","7327","ubiquitin-conjugating enzyme E2G 2 (UBC7 homolog, yeast)"
"8536","209042_s_at","BC001738","Homo sapiens","UBE2G2","7327","ubiquitin-conjugating enzyme E2G 2 (UBC7 homolog, yeast)"
"8537","209043_at","AF033026","Homo sapiens","PAPSS1","9061","3'-phosphoadenosine 5'-phosphosulfate synthase 1"
"8538","209044_x_at","BC004273","Homo sapiens","SF3B4","10262","splicing factor 3b, subunit 4, 49kDa"
"8539","209045_at","AF195530","Homo sapiens","XPNPEP1","7511","X-prolyl aminopeptidase (aminopeptidase P) 1, soluble"
"8540","209046_s_at","AB030710","Homo sapiens","GABARAPL2","11345","GABA(A) receptor-associated protein-like 2"
"8541","209047_at","AL518391","Homo sapiens","AQP1","358","aquaporin 1 (Colton blood group)"
"8542","209048_s_at","AB032951","Homo sapiens","ZMYND8","23613","zinc finger, MYND-type containing 8"
"8543","209049_s_at","BC001004","Homo sapiens","ZMYND8","23613","zinc finger, MYND-type containing 8"
"8544","209050_s_at","AI421559","Homo sapiens","RALGDS","5900","ral guanine nucleotide dissociation stimulator"
"8545","209051_s_at","AF295773","Homo sapiens","RALGDS","5900","ral guanine nucleotide dissociation stimulator"
"8546","209052_s_at","BF111870","Homo sapiens","WHSC1","7468","Wolf-Hirschhorn syndrome candidate 1"
"8547","209053_s_at","BE793789","Homo sapiens","WHSC1","7468","Wolf-Hirschhorn syndrome candidate 1"
"8548","209054_s_at","AF083389","Homo sapiens","WHSC1","7468","Wolf-Hirschhorn syndrome candidate 1"
"8549","209055_s_at","AW268817","Homo sapiens","CDC5L","988","CDC5 cell division cycle 5-like (S. pombe)"
"8550","209056_s_at","NM_001253","Homo sapiens","CDC5L","988","CDC5 cell division cycle 5-like (S. pombe)"
"8551","209057_x_at","AB007892","Homo sapiens","CDC5L","988","CDC5 cell division cycle 5-like (S. pombe)"
"8552","209058_at","AB002282","Homo sapiens","EDF1","8721","endothelial differentiation-related factor 1"
"8553","209059_s_at","AB002282","Homo sapiens","EDF1","8721","endothelial differentiation-related factor 1"
"8554","209060_x_at","AI438999","Homo sapiens","NCOA3","8202","nuclear receptor coactivator 3"
"8555","209061_at","AI761748","Homo sapiens","NCOA3","8202","nuclear receptor coactivator 3"
"8556","209062_x_at","AF010227","Homo sapiens","NCOA3","8202","nuclear receptor coactivator 3"
"8557","209063_x_at","BF248165","Homo sapiens","PAIP1","10605","poly(A) binding protein interacting protein 1"
"8558","209064_x_at","AL136920","Homo sapiens","PAIP1","10605","poly(A) binding protein interacting protein 1"
"8559","209065_at","BC005230","Homo sapiens","UQCRB","7381","ubiquinol-cytochrome c reductase binding protein"
"8560","209066_x_at","M26700","Homo sapiens","UQCRB","7381","ubiquinol-cytochrome c reductase binding protein"
"8561","209067_s_at","D89092","Homo sapiens","HNRPDL","9987","heterogeneous nuclear ribonucleoprotein D-like"
"8562","209068_at","D89678","Homo sapiens","HNRPDL","9987","heterogeneous nuclear ribonucleoprotein D-like"
"8563","209069_s_at","BC001124","Homo sapiens","H3F3B","3021","H3 histone, family 3B (H3.3B)"
"8564","209070_s_at","AI183997","Homo sapiens","RGS5","8490","regulator of G-protein signaling 5"
"8565","209071_s_at","AF159570","Homo sapiens","RGS5","8490","regulator of G-protein signaling 5"
"8566","209072_at","M13577","Homo sapiens","MBP","4155","myelin basic protein"
"8567","209073_s_at","AF015040","Homo sapiens","NUMB","8650","numb homolog (Drosophila)"
"8568","209074_s_at","AL050264","Homo sapiens","FAM107A","11170","family with sequence similarity 107, member A"
"8569","209075_s_at","AY009128","Homo sapiens","ISCU","23479","iron-sulfur cluster scaffold homolog (E. coli)"
"8570","209076_s_at","BC000974","Homo sapiens","WDR45L","56270","WDR45-like"
"8571","209077_at","AL022313","Homo sapiens","TXN2","25828","thioredoxin 2"
"8572","209078_s_at","AF276920","Homo sapiens","TXN2","25828","thioredoxin 2"
"8573","209079_x_at","AF152318","Homo sapiens","PCDHGA1 /// PCDHGA10 /// PCDHGA11 /// PCDHGA12 /// PCDHGA2 /// PCDHGA3 /// PCDHGA4 /// PCDHGA5 /// PCDHGA6 /// PCDHGA7 /// PCDHGA8 /// PCDHGA9 /// PCDHGB1 /// PCDHGB2 /// PCDHGB3 /// PCDHGB4 /// PCDHGB5 /// PCDHGB6 /// PCDHGB7 /// PCDHGC3 /// PCDHGC4 /// PCDHGC5","26025 /// 5098 /// 56097 /// 56098 /// 56099 /// 56100 /// 56101 /// 56102 /// 56103 /// 56104 /// 56105 /// 56106 /// 56107 /// 56108 /// 56109 /// 56110 /// 56111 /// 56112 /// 56113 /// 56114 /// 8641 /// 9708","protocadherin gamma subfamily A, 1 /// protocadherin gamma subfamily A, 10 /// protocadherin gamma subfamily A, 11 /// protocadherin gamma subfamily A, 12 /// protocadherin gamma subfamily A, 2 /// protocadherin gamma subfamily A, 3 /// protocadherin gamma subfamily A, 4 /// protocadherin gamma subfamily A, 5 /// protocadherin gamma subfamily A, 6 /// protocadherin gamma subfamily A, 7 /// protocadherin gamma subfamily A, 8 /// protocadherin gamma subfamily A, 9 /// protocadherin gamma subfamily B, 1 /// protocadherin gamma subfamily B, 2 /// protocadherin gamma subfamily B, 3 /// protocadherin gamma subfamily B, 4 /// protocadherin gamma subfamily B, 5 /// protocadherin gamma subfamily B, 6 /// protocadherin gamma subfamily B, 7 /// protocadherin gamma subfamily C, 3 /// protocadherin gamma subfamily C, 4 /// protocadherin gamma subfamily C, 5"
"8574","209080_x_at","AF118652","Homo sapiens","GLRX3","10539","glutaredoxin 3"
"8575","209081_s_at","NM_030582","Homo sapiens","COL18A1","80781","collagen, type XVIII, alpha 1"
"8576","209082_s_at","AF018081","Homo sapiens","COL18A1","80781","collagen, type XVIII, alpha 1"
"8577","209083_at","U34690","Homo sapiens","CORO1A","11151","coronin, actin binding protein, 1A"
"8578","209084_s_at","BE504689","Homo sapiens","RAB28","9364","RAB28, member RAS oncogene family"
"8579","209085_x_at","L14922","Homo sapiens","RFC1","5981","replication factor C (activator 1) 1, 145kDa"
"8580","209086_x_at","BE964361","Homo sapiens","MCAM","4162","melanoma cell adhesion molecule"
"8581","209087_x_at","AF089868","Homo sapiens","MCAM","4162","melanoma cell adhesion molecule"
"8582","209088_s_at","T70262","Homo sapiens","UBN1","29855","ubinuclein 1"
"8583","209089_at","BC001267","Homo sapiens","RAB5A","5868","RAB5A, member RAS oncogene family"
"8584","209090_s_at","AL049597","Homo sapiens","SH3GLB1","51100","SH3-domain GRB2-like endophilin B1"
"8585","209091_s_at","AF263293","Homo sapiens","SH3GLB1","51100","SH3-domain GRB2-like endophilin B1"
"8586","209092_s_at","AF061730","Homo sapiens","GLOD4","51031","glyoxalase domain containing 4"
"8587","209093_s_at","K02920","Homo sapiens","GBA /// GBAP1","2629 /// 2630","glucosidase, beta, acid /// glucosidase, beta, acid pseudogene 1"
"8588","209094_at","AL078459","Homo sapiens","DDAH1","23576","dimethylarginine dimethylaminohydrolase 1"
"8589","209095_at","J03620","Homo sapiens","DLD","1738","dihydrolipoamide dehydrogenase"
"8590","209096_at","U62136","Homo sapiens","UBE2V2","7336","ubiquitin-conjugating enzyme E2 variant 2"
"8591","209097_s_at","BF056748","Homo sapiens","JAG1","182","jagged 1"
"8592","209098_s_at","U61276","Homo sapiens","JAG1","182","jagged 1"
"8593","209099_x_at","U73936","Homo sapiens","JAG1","182","jagged 1"
"8594","209100_at","BC001327","Homo sapiens","IFRD2","7866","interferon-related developmental regulator 2"
"8595","209101_at","M92934","Homo sapiens","CTGF","1490","connective tissue growth factor"
"8596","209102_s_at","AF019214","Homo sapiens","HBP1","26959","HMG-box transcription factor 1"
"8597","209103_s_at","BC001049","Homo sapiens","UFD1L","7353","ubiquitin fusion degradation 1 like (yeast)"
"8598","209104_s_at","BC000009","Homo sapiens","NHP2","55651","NHP2 ribonucleoprotein homolog (yeast)"
"8599","209105_at","AI672428","Homo sapiens","NCOA1","8648","nuclear receptor coactivator 1"
"8600","209106_at","BF576458","Homo sapiens","NCOA1","8648","nuclear receptor coactivator 1"
"8601","209107_x_at","U19179","Homo sapiens","NCOA1","8648","nuclear receptor coactivator 1"
"8602","209108_at","AF053453","Homo sapiens","TSPAN6","7105","tetraspanin 6"
"8603","209109_s_at","U84895","Homo sapiens","TSPAN6","7105","tetraspanin 6"
"8604","209110_s_at","AL050259","Homo sapiens","RGL2","5863","ral guanine nucleotide dissociation stimulator-like 2"
"8605","209111_at","BC004155","Homo sapiens","RNF5","6048","ring finger protein 5"
"8606","209112_at","BC001971","Homo sapiens","CDKN1B","1027","cyclin-dependent kinase inhibitor 1B (p27, Kip1)"
"8607","209113_s_at","AF288679","Homo sapiens","HMG20B","10362","high-mobility group 20B"
"8608","209114_at","AF133425","Homo sapiens","TSPAN1","10103","tetraspanin 1"
"8609","209115_at","AL117566","Homo sapiens","UBA3","9039","ubiquitin-like modifier activating enzyme 3"
"8610","209116_x_at","M25079","Homo sapiens","HBB","3043","hemoglobin, beta"
"8611","209117_at","U79458","Homo sapiens","WBP2","23558","WW domain binding protein 2"
"8612","209118_s_at","AF141347","Homo sapiens","TUBA1A","7846","tubulin, alpha 1a"
"8613","209119_x_at","AV703465","Homo sapiens","NR2F2","7026","nuclear receptor subfamily 2, group F, member 2"
"8614","209120_at","AL037401","Homo sapiens","NR2F2","7026","nuclear receptor subfamily 2, group F, member 2"
"8615","209121_x_at","M64497","Homo sapiens","NR2F2","7026","nuclear receptor subfamily 2, group F, member 2"
"8616","209122_at","BC005127","Homo sapiens","PLIN2","123","perilipin 2"
"8617","209123_at","BC000576","Homo sapiens","QDPR","5860","quinoid dihydropteridine reductase"
"8618","209124_at","U70451","Homo sapiens","MYD88","4615","myeloid differentiation primary response gene (88)"
"8619","209125_at","J00269","Homo sapiens","KRT6A","3853","keratin 6A"
"8620","209126_x_at","L42612","Homo sapiens","KRT6B","3854","keratin 6B"
"8621","209127_s_at","AW173076","Homo sapiens","SART3","9733","squamous cell carcinoma antigen recognized by T cells 3"
"8622","209128_s_at","D63879","Homo sapiens","SART3","9733","squamous cell carcinoma antigen recognized by T cells 3"
"8623","209129_at","AF000974","Homo sapiens","TRIP6","7205","thyroid hormone receptor interactor 6"
